sid,age,gender, race,education,religion,politics,income,percentile,tax,award_satisfied,award_dist_fair,result_satisfied,result_dist_fair,rationale,group_feel,network_type,group,status,batch
3050,33.0,M,H,BA,NR,-1.0,4.0,50.0,15.0,1.0,0.0,1.0,1.0,Trying to get the highes payout possible.,"They were made by a computer, and were not real people.",poor,3,R,3
3051,36.0,F,W,BA,O,1.0,5.0,50.0,3.0,-2.0,-2.0,-1.0,-1.0,,,poor,3,P,3
3052,69.0,M,W,AS,O,2.0,3.0,75.0,5.0,-1.0,0.0,-1.0,0.0,picked tax rates I was comfortable with,no thoughts on other members wonder if they are real or virtual and just a manipulation.,poor,3,P,3
3053,39.0,M,O,BA,NR,,3.0,50.0,10.0,0.0,-2.0,0.0,-2.0,fair rate,no opinion,poor,3,P,3
3054,49.0,M,B,BA,NR,-2.0,5.0,50.0,10.0,1.0,1.0,0.0,1.0,I was keen on ensuring fairness in all regard. I wanted to be sure we attain maximum percentage,"They made their vote based on their interest but overall, I think together as a group we gave a good account.",poor,3,P,3
3055,26.0,F,W,BA,CA,-1.0,5.0,35.0,4.0,-1.0,0.0,1.0,1.0,I tried to stay similar to the majority of the people in my group.,I felt that everyone expect for 2 people that I saw stayed within the same voting frame.,poor,3,P,3
3056,46.0,M,H,BA,CA,1.0,4.0,15.0,11.0,1.0,1.0,1.0,0.0,I based that on the instructions I read.,I feel they were somewhat consistent.,poor,3,R,3
3057,38.0,M,W,BA,NR,-1.0,3.0,60.0,35.0,2.0,-2.0,2.0,-1.0,I had been lucky enough to be given a lot.  So I wanted to pay a good share to benefit the common good.,"I think what they asked for was reasonable, and I still feel like I got more than the lion's share.",poor,3,R,3
3058,38.0,F,O,BA,O,0.0,2.0,50.0,15.0,0.0,0.0,0.0,0.0,I figured there were some extreme outliers initially but afterwards people would be trying to stay as close to the target number and not deviate too much,For all I know they are really bots. So I feel neutral,poor,3,R,3
3059,30.0,M,W,BA,NR,-2.0,5.0,40.0,20.0,2.0,-2.0,2.0,-2.0,"I was awarded a large initial score, so I was incentivized to keep the tax rate as low as possible.",They acted rationally and tried to raise the tax rate so they could get back as much as possible.,poor,3,R,3
3060,36.0,M,B,HS,NR,-1.0,4.0,40.0,7.0,2.0,2.0,2.0,2.0,I tried to stay in the middle with my voting decisions.,I don't have any feelings towards them.,poor,3,R,3
3061,39.0,M,W,AS,NR,-1.0,3.0,90.0,25.0,0.0,-2.0,-1.0,-2.0,"I voted to spread the ""wealth"" equally.",I think people make decisions based on what is best for their lives without considering the group as a whole.,poor,3,P,3
3062,,,,,,,,,,,,,,,,poor,3,P,3
3063,,,,,,,,,,,,,,,,poor,3,P,3
3064,52.0,M,W,AS,BU,-2.0,1.0,74.0,12.0,0.0,0.0,1.0,1.0,"Because I could have been given nothing, so to me everything is fair.","I am getting some extra money, so they did well.",poor,3,P,3
3065,38.0,M,W,BA,NR,-1.0,6.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,I wanted to bring more equality to the scores.,I don't feel like the agreed upon tax rate was high enough.,poor,3,P,3
3066,60.0,M,B,HS,MU,0.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,competing,ok,poor,3,P,3
3067,42.0,F,B,BA,PR,-1.0,4.0,80.0,20.0,0.0,-1.0,1.0,2.0,,I think we tried to work together.,poor,3,P,3
3068,35.0,M,W,BA,PR,0.0,5.0,10.0,15.0,2.0,-2.0,1.0,0.0,I tried to split the difference so that I would earn without losing much.,"I think their choices seemed pretty arbitrary, but in a voting game like this, I don't hold it against them.",poor,3,R,3
3069,26.0,F,B,BA,CA,-1.0,5.0,33.0,25.0,1.0,1.0,-1.0,-1.0,I was trying to gain the most points but also being reasonable to those with the higher points,They were all following the same average as me,poor,3,P,3
3070,38.0,F,W,AS,PR,0.0,6.0,5.0,25.0,0.0,0.0,0.0,0.0,I was mixing what I thought was fair with what others were voting on.,"I don't have specific feelings. I think it would be helpful to be able to see all the scores again, from the first day until yesterday. It's hard to remember what scores were and averages, and other people's scores..",poor,3,P,3
3071,,,,,,,,,,,,,,,,poor,3,R,3
3072,39.0,F,W,AS,PR,2.0,3.0,60.0,2.0,0.0,0.0,1.0,0.0,I tried to vote for a higher percent so the amount we split as a group was higher.,It seems a majority were voting for a percentage below 40%,poor,3,R,3
3073,35.0,F,W,MA,PR,2.0,4.0,60.0,12.0,-2.0,-2.0,-1.0,0.0,I based it off of my philosophy about taxes.,It was fine.,rich,4,P,3
3074,49.0,F,B,AS,O,0.0,1.0,75.0,15.0,-1.0,-1.0,-2.0,0.0,I was hoping to gain more points.,I'm just not sure.,rich,4,P,3
3075,,,,,,,,,,,,,,,,rich,4,R,3
3076,39.0,F,W,MA,,,,,,2.0,-1.0,-1.0,-1.0,I had a high initial score. I voted for no tax because I knew that the tax would cause my overall score to be lower.,"I understand why they voted for a higher tax (because their initial scores were lower), but it annoyed me because it lowered my score.",rich,4,R,3
3077,70.0,M,W,AS,PR,-1.0,2.0,80.0,10.0,-1.0,-2.0,-1.0,-1.0,I tried to equalize scores more. I would have done this even if I had got a higher initial score. It's only fair.,It was a mixed group. Some seemed to be more generous than others.,rich,4,P,3
3078,27.0,M,A,BA,PR,0.0,6.0,35.0,10.0,-2.0,-2.0,-1.0,-2.0,"The higher I voted, the more would be taken and given to me.",I think they voted for themselves in their respective positions. I did the same.,rich,4,P,3
3079,42.0,F,B,BA,CA,-2.0,3.0,70.0,20.0,-1.0,-1.0,-1.0,-1.0,I voted based on what I thought would be a fair distribution between all players.,I feel that some group member voted based on their ideas on what they wanted to achieve personally.,rich,4,P,3
3080,42.0,M,W,AS,NR,1.0,1.0,80.0,10.0,2.0,0.0,-1.0,-1.0,"I wanted to maximize the amount I received in the end. I knew others would vote for higher rates, but I wanted to at least get a vote in for no taxes.","I'm hardly surprised that others opted to go for a high tax rate. Based on the people I can see, it looks like my total was strongly reduced so that the ""bottom"" could benefit slightly. I don't blame the ""have nots"" for voting for high taxes, but it doesn't please me.",rich,4,R,3
3081,,F,W,BA,CA,0.0,2.0,50.0,1.0,-1.0,-1.0,-1.0,-1.0,I just tried to vote what I thought would do good,They did a lot better then me,rich,4,P,3
3082,33.0,M,W,BA,NR,-2.0,6.0,15.0,40.0,2.0,0.0,1.0,1.0,Trying to provide equitable distrobution,They were fine.,rich,4,R,3
3083,38.0,F,B,HS,O,1.0,2.0,80.0,2.0,0.0,2.0,0.0,1.0,To get as close to numbers similar to the other 8 participants.,I feel OK with it. Although I wish I could have had been had higher points like the other 8 participants.,rich,4,P,3
3084,,,,,,,,,,,,,,,,rich,4,P,3
3085,31.0,M,A,HS,BU,0.0,1.0,60.0,10.0,0.0,0.0,0.0,0.0,I wanted everyone to win by following along with what I assume everyone voted on.,"I’m sure they would vote favorably for everyone, so we have a mutual interest in growth.",rich,4,R,3
3086,25.0,M,W,AS,NR,-1.0,3.0,70.0,35.0,-1.0,-1.0,-2.0,-2.0,To try and see how lower income vs higher income vote for taxes.,I feel they should have voted for higher taxes.,rich,4,P,3
3087,28.0,F,W,MA,NR,-2.0,4.0,60.0,30.0,-2.0,0.0,0.0,0.0,I wanted to try to make a more even set of scores,"I feel relatively neutral, it’s hard to gauge really",rich,4,P,3
3088,65.0,F,W,AS,PR,-1.0,2.0,65.0,20.0,-1.0,-1.0,1.0,-1.0,I was trying to select a rate that would be fair for all involved.,I was surprised on the final rate vote because most members did not benefit from it. I guess this was an altruistic group.,rich,4,P,3
3089,35.0,M,H,HS,PR,2.0,2.0,60.0,7.0,0.0,1.0,1.0,1.0,I tried gping for low but also wanted to contribute in taxes.,I believe they went too high when it came to their selections of the tax rate,rich,4,R,3
3090,43.0,F,W,MA,NR,-1.0,6.0,5.0,20.0,2.0,-1.0,1.0,-1.0,"Initially I voted for 0% because I didn't realize that the scores were assigned randomly, so my thought was everybody would keep the scores they originally earned. After realizing the initial scores were randomly assigned, I figured it would be best to evenly distribute everything, so then switched my vote to 100% tax so that everybody would end up with an equal amount.",I don't think people put the same level of thought into the fairness and if they had a high number probably voted for a lower tax rate.,rich,4,R,3
3091,44.0,M,W,AS,PR,1.0,3.0,75.0,10.0,0.0,0.0,1.0,0.0,wanted to get more of a bonus but really hard to make sense of it all,feeling good,rich,4,P,3
3092,43.0,F,W,BA,NR,-1.0,4.0,40.0,35.0,-2.0,-1.0,-1.0,1.0,"To get to a rate that seemed fair for all. Not to gauge those with bigger allocations, but not to take the majority from those with smaller allocations. To distribute the allocations a little more evenly.",I feel that their voting decisions were more fair than I initially anticipated. I think they were a bit more thoughtful and generous with their allocations that I thought they would be.,rich,4,P,3
3093,23.0,M,W,BA,NR,0.0,4.0,65.0,10.0,2.0,-1.0,1.0,0.0,I wanted to keep the highest amount of points possible.,"They were fair, a lot of people had less than myself",rich,4,R,3
3094,44.0,F,W,MA,NR,-2.0,4.0,55.0,28.0,2.0,1.0,-2.0,1.0,"I wanted to maximize my tax rate, but stay fair for those under me.",I wish we could have come to a smaller tax %,rich,4,R,3
3095,33.0,M,W,MA,NR,-2.0,5.0,33.0,33.0,-1.0,1.0,1.0,1.0,"at first i thought i'd be voting for a high tax rate, but it seems that my initial guess was low so i raised it on the next round",i'm happy we all agreed to pay more for more equality.,rich,4,P,3
3096,26.0,M,B,BA,NR,0.0,3.0,80.0,8.0,-1.0,-2.0,0.0,0.0,,,rich,4,P,3
3097,31.0,M,W,BA,CA,-1.0,4.0,30.0,15.0,-2.0,-1.0,-1.0,0.0,I wanted to increase my final score.,I appreciated the other members voting to increase the tax rate to help improve my score at the expense of their own scores.,hete,5,P,3
3098,53.0,F,W,MA,CA,0.0,6.0,20.0,34.0,-1.0,-1.0,1.0,1.0,"Trying to ensure I wasn't skewing things too high in tax, but trying to be fair.",I feel it turned out very fair in the group members and their voting decisions.,hete,5,R,3
3099,28.0,F,W,BA,CA,-1.0,6.0,75.0,35.0,1.0,1.0,1.0,1.0,Logic and emotion,It is fair,hete,5,R,3
3100,31.0,M,B,HS,NR,0.0,2.0,80.0,2.0,0.0,1.0,1.0,1.0,To make a connection,I feel they have been very helpful,hete,5,R,3
3101,26.0,M,W,BA,CA,-1.0,1.0,90.0,18.0,-2.0,-1.0,-1.0,-1.0,I just wanted to get a better score.,I believe that they were also trying to get a better score,hete,5,P,3
3102,,,,,,,,,,,,,,,,hete,5,R,3
3103,34.0,M,W,BA,NR,-1.0,5.0,49.0,25.0,-1.0,0.0,0.0,0.0,A generic tax amount regardless of my share.,I am content with the decisions overall.,hete,5,P,3
3104,51.0,F,W,MA,JE,-1.0,6.0,25.0,10.0,1.0,0.0,1.0,1.0,I tried to match the group.,No particular feelings either way...,hete,5,R,3
3105,34.0,M,H,AS,NR,-1.0,1.0,60.0,15.0,-1.0,-1.0,-1.0,-1.0,To try and get my score up as much as possible,"I feel like they were trying to do the same as I was which led to my score not being as high as I wanted. I don't fault them for it, as I was trying to do the same.",hete,5,P,3
3106,,,,,,,,,,,,,,,,hete,5,P,3
3107,27.0,M,A,BA,NR,-2.0,3.0,30.0,5.0,-2.0,-1.0,-2.0,0.0,I inputted a number that I felt was reasonable given my position. I wanted to maximize my personal gains.,I think everyone's decisions were reasonable.,hete,5,P,3
3108,31.0,M,W,AS,PR,-1.0,4.0,35.0,12.0,1.0,0.0,1.0,1.0,,,hete,5,P,3
3109,67.0,F,W,MA,PR,1.0,3.0,70.0,15.0,0.0,0.0,0.0,0.0,average of numbers,neutral,hete,5,P,3
3110,,,,,,,,,,,,,,,,hete,5,P,3
3111,46.0,M,W,AS,NR,-1.0,2.0,80.0,5.0,-2.0,-1.0,0.0,0.0,The tax would be redistributed so I chose the highest to be fair.,Greedy,hete,5,P,3
3112,25.0,F,H,BA,NR,-1.0,3.0,55.0,20.0,-2.0,-2.0,-2.0,-2.0,"Starting the game, I had a low score to begin with so I just decided to choose the highest tax rate possible",The majority had higher numbers so I can't complain about the rates they chose,hete,5,P,3
3113,30.0,M,H,BA,BU,0.0,4.0,15.0,11.0,2.0,1.0,2.0,2.0,I just believe in a 10-15% taxation rate and so stuck with 10%,I am happy with their decisions because I got a great score.,hete,5,R,3
3114,25.0,M,W,BA,PR,1.0,4.0,30.0,0.0,-1.0,1.0,-1.0,1.0,,,hete,5,P,3
3115,,,,,,,,,,,,,,,,hete,5,P,3
3116,42.0,F,O,AS,NR,-2.0,3.0,40.0,15.0,2.0,-1.0,-1.0,1.0,"SInce my initial score was high, I voted for low/no tax because the higher the tax rate, the more my score would lower.",I understand why they made them. Most people in my group had quite low scores.,hete,5,R,3
3117,47.0,F,W,BA,PR,-2.0,3.0,70.0,18.0,2.0,-1.0,2.0,-1.0,I just thought 20% was a good rate to vote to average out the other votes. I am fine with the higher ultimate percentage.,I think they were very fair in their percentage.,hete,5,R,3
3118,,,,,,,,,,,,,,,,hete,5,R,3
3119,29.0,M,H,AS,CA,-2.0,3.0,75.0,10.0,-1.0,0.0,-2.0,-1.0,I attempted to be fair and to make the most money.,I feel like they are decent and most were more successful than me.,hete,5,P,3
3120,21.0,M,B,BA,NR,0.0,4.0,15.0,10.0,-1.0,1.0,0.0,0.0,I wanted to receive more money.,I think it was fair.,hete,5,P,3
3121,,,,,,,,,,,,,,,,homo,6,P,3
3122,26.0,F,W,BA,NR,-2.0,4.0,50.0,6.0,-1.0,-1.0,1.0,-1.0,Since I had a low amount I just tried to appear on the high end of the spectrum to hopefully make sure the median score was more on the high end too.,I am jealous others got a lot more points than me but I think each round the voting was similar bc my points didn’t change much so I don’t really have an opinion either way on how others voted.,homo,6,P,3
3123,21.0,F,W,BA,NR,-2.0,6.0,7.0,33.0,-2.0,-2.0,0.0,1.0,I wanted to make things as even as possible since it was so poorly weighted,They did a good job being fair,homo,6,P,3
3124,27.0,F,B,BA,PR,1.0,5.0,40.0,20.0,-1.0,-1.0,-1.0,1.0,I wanted the score distribution to be more fair and equal,"I feel like they acted a little selfishly, but I realize that I also was thinking selfishly about increasing my score as well.",homo,6,P,3
3125,30.0,M,H,HS,PR,0.0,4.0,40.0,6.0,-1.0,-1.0,-1.0,-1.0,Mainly I didn't want to be unfair and select a high rate so I opted for half or about 50% to match the rest of the participant choices.,I felt that we all thought roughly the same way since at least for the people that I could see the tax rates were similar from the beginning.,homo,6,P,3
3126,31.0,F,W,AS,NR,-2.0,1.0,90.0,4.0,0.0,2.0,1.0,2.0,wanting to follow suit with the group.,Neutral.,homo,6,P,3
3127,44.0,M,A,BA,NR,0.0,3.0,50.0,3.0,-2.0,-2.0,-1.0,-2.0,"I notice the higher the rate I vote for, the larger the distribution goes toward me since I began the game with a low initial score.",I think most people voted for higher tax because the game started out with more people having a low score. A higher tax means a bigger piece of the pie being share among the low scorers.,homo,6,P,3
3128,35.0,M,W,BA,PR,-1.0,1.0,80.0,15.0,-1.0,-2.0,0.0,0.0,I was trying to maximize my outcome without annoying the other participants too much.,"I think we could have gone higher, but maybe everyone was concerned about losing money.",homo,6,P,3
3129,52.0,M,B,HS,CA,1.0,2.0,70.0,10.0,1.0,1.0,1.0,0.0,I made the decisions i thought was right,I feel ok about the  voting decisions,homo,6,P,3
3130,62.0,M,W,BA,CA,2.0,3.0,10.0,10.0,2.0,2.0,2.0,2.0,none,I feel very good,homo,6,R,3
3131,25.0,M,O,HS,NR,0.0,2.0,80.0,,1.0,1.0,1.0,0.0,,,homo,6,R,3
3132,25.0,F,W,AS,NR,-2.0,5.0,30.0,3.0,0.0,-1.0,0.0,0.0,I wanted to make things more equal.,Most were ok,homo,6,P,3
3133,33.0,M,O,AS,NR,-2.0,1.0,80.0,15.0,2.0,-2.0,2.0,0.0,fairness,"mostly positive, the final score was what i picked so we must have mostly thought similarly",homo,6,R,3
3134,28.0,F,A,BA,CA,0.0,5.0,30.0,30.0,1.0,0.0,1.0,1.0,I just decided to vote for the same percentage that I wanted every time,"It seems like others were more greedy and wanted higher percentages taken out, affecting me who had a higher starting value.",homo,6,R,3
3135,21.0,F,O,AS,PR,-1.0,6.0,30.0,10.0,-1.0,-2.0,0.0,-1.0,,,homo,6,P,3
3136,26.0,M,H,BA,CA,0.0,3.0,80.0,4.0,-2.0,-1.0,-1.0,-1.0,I had way less then some people,I thought they were okay,homo,6,P,3
3137,31.0,F,W,MA,PR,-2.0,4.0,30.0,30.0,-1.0,-1.0,1.0,-1.0,"I thought everyone deserved equal points since no one really ""earned"" the points they started for, so I voted for a very high tax rate.",I don't understand why so many people voted for lower tax rates when a higher rate would have benefited them. I wonder if they didn't understand how taxation works.,homo,6,P,3
3138,35.0,M,A,BA,O,0.0,3.0,45.0,15.0,0.0,0.0,0.0,0.0,The voting seemed to be skewed by the higher number values even though there were more lower integers.,I feel neutral,homo,6,P,3
3139,36.0,F,W,BA,NR,-2.0,3.0,80.0,20.0,2.0,2.0,2.0,2.0,I just stuck to what was best.,I think they're fine.,homo,6,R,3
3140,42.0,F,W,BA,PR,-1.0,3.0,39.0,15.0,2.0,1.0,1.0,1.0,"I did not want my score to go down too much, but I wanted to try to be fair to the people with the lowest scores. So I placed the tax rate at about 20-30% .","I thought 50% tax rate was way too high and I cannot imagine that a lot of people voted for it based on the 8 scores that I saw. I feel bad for people with the lower score, but /I felt that 50% was way too high and I was surprised that it stayed there after the second round of voting.",homo,6,R,3
3141,40.0,M,W,BA,CA,0.0,3.0,30.0,4.0,2.0,2.0,2.0,2.0,I went with my gut then catered it to the rest of the crowd.,Fair.,homo,6,R,3
3142,,,,,,,,,,,,,,,,homo,6,P,3
3143,,,,,,,,,,,,,,,,homo,6,R,3
3144,44.0,F,W,BA,NR,-2.0,1.0,80.0,30.0,2.0,-1.0,1.0,-1.0,"Two of the participants started out drastically lower than the rest of us. So I chose a higher tax rate that wouldn't really hurt me, but would make a big impact for them. As I saw that my fellow group-mates tended to vote similarly, I chose to vote a higher percentage each time that still felt very comfortable to me to still retain a decent amount of my initial score.","I feel like I was probably in a group of mostly like-minded individuals, and seeing the tax rates align with my own choices made me feel like I was around decent people.",homo,6,R,3
3145,32.0,M,O,BA,NR,0.0,2.0,86.0,10.0,-1.0,-1.0,-1.0,-1.0,If everyone would have voted 100% then there would be an even split between all parties.,"Indifferent. I'm sure they have their own motivations, be it greed, selfishness, or otherwise.",repr,7,P,3
3146,46.0,M,W,AS,JE,-1.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,,,repr,7,P,3
3147,,,,,,,,,,,,,,,,repr,7,P,3
3148,41.0,M,B,BA,NR,-2.0,3.0,50.0,30.0,-2.0,-1.0,-1.0,-1.0,I mainly wanted to target the people with the higher point value so I voted for higher percentages.  I think this would help those of us who started with lower values.,I think they voted for higher percentages than I imagined that they would.,repr,7,P,3
3149,26.0,F,H,BA,CA,-1.0,5.0,70.0,,0.0,1.0,1.0,0.0,I didn't put much thought into my actions,I didn't mind regardless,repr,7,R,3
3150,54.0,F,B,MA,PR,-1.0,4.0,60.0,10.0,-1.0,0.0,-1.0,0.0,The reason for my voting decisions in the game was a random vote that I believe was right.,I have no opinion of the other members.,repr,7,P,3
